Region,Province,Municipality,Year,Count
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2010,10
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2011,10
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2012,3
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2013,11
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2014,12
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2015,13
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2016,6
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2017,4
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2018,5
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2019,4
Region IV-A CALABARZON,QUEZON,TAGKAWAYAN,2020,6
Region IV-A CALABARZON,QUEZON,TAYABAS,1988,15
Region IV-A CALABARZON,QUEZON,TAYABAS,1989,23
Region IV-A CALABARZON,QUEZON,TAYABAS,1990,17
Region IV-A CALABARZON,QUEZON,TAYABAS,1991,32
Region IV-A CALABARZON,QUEZON,TAYABAS,1992,21
Region IV-A CALABARZON,QUEZON,TAYABAS,1993,22
Region IV-A CALABARZON,QUEZON,TAYABAS,1994,31
Region IV-A CALABARZON,QUEZON,TAYABAS,1995,30
Region IV-A CALABARZON,QUEZON,TAYABAS,1996,19
Region IV-A CALABARZON,QUEZON,TAYABAS,1997,18
Region IV-A CALABARZON,QUEZON,TAYABAS,1998,9
Region IV-A CALABARZON,QUEZON,TAYABAS,1999,14
Region IV-A CALABARZON,QUEZON,TAYABAS,2000,30
Region IV-A CALABARZON,QUEZON,TAYABAS,2001,25
Region IV-A CALABARZON,QUEZON,TAYABAS,2002,27
Region IV-A CALABARZON,QUEZON,TAYABAS,2003,22
Region IV-A CALABARZON,QUEZON,TAYABAS,2004,24
Region IV-A CALABARZON,QUEZON,TAYABAS,2005,26
Region IV-A CALABARZON,QUEZON,TAYABAS,2006,40
Region IV-A CALABARZON,QUEZON,TAYABAS,2007,25
Region IV-A CALABARZON,QUEZON,TAYABAS,2008,35
Region IV-A CALABARZON,QUEZON,TAYABAS,2009,63
Region IV-A CALABARZON,QUEZON,TAYABAS,2010,39
Region IV-A CALABARZON,QUEZON,TAYABAS,2011,63
Region IV-A CALABARZON,QUEZON,TAYABAS,2012,67
Region IV-A CALABARZON,QUEZON,TAYABAS,2013,56
Region IV-A CALABARZON,QUEZON,TAYABAS,2014,62
Region IV-A CALABARZON,QUEZON,TAYABAS,2015,68
Region IV-A CALABARZON,QUEZON,TAYABAS,2016,74
Region IV-A CALABARZON,QUEZON,TAYABAS,2017,72
Region IV-A CALABARZON,QUEZON,TAYABAS,2018,55
Region IV-A CALABARZON,QUEZON,TAYABAS,2019,53
Region IV-A CALABARZON,QUEZON,TAYABAS,2020,17
Region IV-A CALABARZON,QUEZON,TIAONG,1988,32
Region IV-A CALABARZON,QUEZON,TIAONG,1989,29
Region IV-A CALABARZON,QUEZON,TIAONG,1990,56
Region IV-A CALABARZON,QUEZON,TIAONG,1991,44
Region IV-A CALABARZON,QUEZON,TIAONG,1992,27
Region IV-A CALABARZON,QUEZON,TIAONG,1993,24
Region IV-A CALABARZON,QUEZON,TIAONG,1994,46
Region IV-A CALABARZON,QUEZON,TIAONG,1995,32
Region IV-A CALABARZON,QUEZON,TIAONG,1996,33
Region IV-A CALABARZON,QUEZON,TIAONG,1997,42
Region IV-A CALABARZON,QUEZON,TIAONG,1998,28
Region IV-A CALABARZON,QUEZON,TIAONG,1999,23
Region IV-A CALABARZON,QUEZON,TIAONG,2000,21
Region IV-A CALABARZON,QUEZON,TIAONG,2001,36
Region IV-A CALABARZON,QUEZON,TIAONG,2002,31
Region IV-A CALABARZON,QUEZON,TIAONG,2003,17
Region IV-A CALABARZON,QUEZON,TIAONG,2004,27
Region IV-A CALABARZON,QUEZON,TIAONG,2005,25
Region IV-A CALABARZON,QUEZON,TIAONG,2006,58
Region IV-A CALABARZON,QUEZON,TIAONG,2007,57
Region IV-A CALABARZON,QUEZON,TIAONG,2008,49
Region IV-A CALABARZON,QUEZON,TIAONG,2009,63
Region IV-A CALABARZON,QUEZON,TIAONG,2010,62
Region IV-A CALABARZON,QUEZON,TIAONG,2011,64
Region IV-A CALABARZON,QUEZON,TIAONG,2012,54
Region IV-A CALABARZON,QUEZON,TIAONG,2013,61
Region IV-A CALABARZON,QUEZON,TIAONG,2014,80
Region IV-A CALABARZON,QUEZON,TIAONG,2015,94
Region IV-A CALABARZON,QUEZON,TIAONG,2016,74
Region IV-A CALABARZON,QUEZON,TIAONG,2017,65
Region IV-A CALABARZON,QUEZON,TIAONG,2018,71
Region IV-A CALABARZON,QUEZON,TIAONG,2019,56
Region IV-A CALABARZON,QUEZON,TIAONG,2020,8
Region IV-A CALABARZON,QUEZON,UNISAN,1988,4
Region IV-A CALABARZON,QUEZON,UNISAN,1989,3
Region IV-A CALABARZON,QUEZON,UNISAN,1990,3
Region IV-A CALABARZON,QUEZON,UNISAN,1991,5
Region IV-A CALABARZON,QUEZON,UNISAN,1992,2
Region IV-A CALABARZON,QUEZON,UNISAN,1993,1
Region IV-A CALABARZON,QUEZON,UNISAN,1994,2
Region IV-A CALABARZON,QUEZON,UNISAN,1995,3
Region IV-A CALABARZON,QUEZON,UNISAN,1996,1
Region IV-A CALABARZON,QUEZON,UNISAN,1997,3
Region IV-A CALABARZON,QUEZON,UNISAN,1998,1
Region IV-A CALABARZON,QUEZON,UNISAN,1999,4
Region IV-A CALABARZON,QUEZON,UNISAN,2001,1
Region IV-A CALABARZON,QUEZON,UNISAN,2002,1
Region IV-A CALABARZON,QUEZON,UNISAN,2004,3
Region IV-A CALABARZON,QUEZON,UNISAN,2005,3
Region IV-A CALABARZON,QUEZON,UNISAN,2006,10
Region IV-A CALABARZON,QUEZON,UNISAN,2007,2
Region IV-A CALABARZON,QUEZON,UNISAN,2008,2
Region IV-A CALABARZON,QUEZON,UNISAN,2009,3
Region IV-A CALABARZON,QUEZON,UNISAN,2010,4
Region IV-A CALABARZON,QUEZON,UNISAN,2011,7
Region IV-A CALABARZON,QUEZON,UNISAN,2012,4
Region IV-A CALABARZON,QUEZON,UNISAN,2013,1
Region IV-A CALABARZON,QUEZON,UNISAN,2014,10
Region IV-A CALABARZON,QUEZON,UNISAN,2015,4
Region IV-A CALABARZON,QUEZON,UNISAN,2016,2
Region IV-A CALABARZON,QUEZON,UNISAN,2017,3
Region IV-A CALABARZON,QUEZON,UNISAN,2018,6
Region IV-A CALABARZON,QUEZON,UNISAN,2019,6
Region IV-A CALABARZON,QUEZON,UNISAN,2020,1
Region IV-A CALABARZON,QUEZON,NOT REPORTED,1989,1
Region IV-A CALABARZON,QUEZON,NOT REPORTED,1992,1
Region IV-A CALABARZON,QUEZON,NOT REPORTED,1994,1
Region IV-A CALABARZON,QUEZON,NOT REPORTED,1995,1
Region IV-A CALABARZON,QUEZON,NOT REPORTED,1996,1
Region IV-A CALABARZON,QUEZON,NOT REPORTED,2000,1
Region IV-A CALABARZON,RIZAL,ANGONO,1988,95
Region IV-A CALABARZON,RIZAL,ANGONO,1989,102
Region IV-A CALABARZON,RIZAL,ANGONO,1990,87
Region IV-A CALABARZON,RIZAL,ANGONO,1991,126
Region IV-A CALABARZON,RIZAL,ANGONO,1992,145
Region IV-A CALABARZON,RIZAL,ANGONO,1993,126
Region IV-A CALABARZON,RIZAL,ANGONO,1994,127
Region IV-A CALABARZON,RIZAL,ANGONO,1995,98
Region IV-A CALABARZON,RIZAL,ANGONO,1996,122
Region IV-A CALABARZON,RIZAL,ANGONO,1997,101
Region IV-A CALABARZON,RIZAL,ANGONO,1998,65
Region IV-A CALABARZON,RIZAL,ANGONO,1999,78
Region IV-A CALABARZON,RIZAL,ANGONO,2000,96
Region IV-A CALABARZON,RIZAL,ANGONO,2001,139
Region IV-A CALABARZON,RIZAL,ANGONO,2002,122
Region IV-A CALABARZON,RIZAL,ANGONO,2003,144
Region IV-A CALABARZON,RIZAL,ANGONO,2004,128
Region IV-A CALABARZON,RIZAL,ANGONO,2005,181
Region IV-A CALABARZON,RIZAL,ANGONO,2006,205
Region IV-A CALABARZON,RIZAL,ANGONO,2007,196
Region IV-A CALABARZON,RIZAL,ANGONO,2008,178
Region IV-A CALABARZON,RIZAL,ANGONO,2009,195
Region IV-A CALABARZON,RIZAL,ANGONO,2010,210
Region IV-A CALABARZON,RIZAL,ANGONO,2011,223
Region IV-A CALABARZON,RIZAL,ANGONO,2012,133
Region IV-A CALABARZON,RIZAL,ANGONO,2013,153
Region IV-A CALABARZON,RIZAL,ANGONO,2014,152
Region IV-A CALABARZON,RIZAL,ANGONO,2015,183
Region IV-A CALABARZON,RIZAL,ANGONO,2016,216
Region IV-A CALABARZON,RIZAL,ANGONO,2017,165
Region IV-A CALABARZON,RIZAL,ANGONO,2018,175
Region IV-A CALABARZON,RIZAL,ANGONO,2019,135
Region IV-A CALABARZON,RIZAL,ANGONO,2020,27
Region IV-A CALABARZON,RIZAL,BARAS,1988,17
Region IV-A CALABARZON,RIZAL,BARAS,1989,24
Region IV-A CALABARZON,RIZAL,BARAS,1990,25
Region IV-A CALABARZON,RIZAL,BARAS,1991,12
Region IV-A CALABARZON,RIZAL,BARAS,1992,17
Region IV-A CALABARZON,RIZAL,BARAS,1993,14
Region IV-A CALABARZON,RIZAL,BARAS,1994,27
Region IV-A CALABARZON,RIZAL,BARAS,1995,22
Region IV-A CALABARZON,RIZAL,BARAS,1996,28
Region IV-A CALABARZON,RIZAL,BARAS,1997,36
Region IV-A CALABARZON,RIZAL,BARAS,1998,6
Region IV-A CALABARZON,RIZAL,BARAS,1999,12
Region IV-A CALABARZON,RIZAL,BARAS,2000,30
Region IV-A CALABARZON,RIZAL,BARAS,2001,16
Region IV-A CALABARZON,RIZAL,BARAS,2002,9
Region IV-A CALABARZON,RIZAL,BARAS,2003,7
Region IV-A CALABARZON,RIZAL,BARAS,2004,14
Region IV-A CALABARZON,RIZAL,BARAS,2005,29
Region IV-A CALABARZON,RIZAL,BARAS,2006,28
Region IV-A CALABARZON,RIZAL,BARAS,2007,23
Region IV-A CALABARZON,RIZAL,BARAS,2008,20
Region IV-A CALABARZON,RIZAL,BARAS,2009,28
Region IV-A CALABARZON,RIZAL,BARAS,2010,21
Region IV-A CALABARZON,RIZAL,BARAS,2011,23
Region IV-A CALABARZON,RIZAL,BARAS,2012,33
Region IV-A CALABARZON,RIZAL,BARAS,2013,16
Region IV-A CALABARZON,RIZAL,BARAS,2014,33
Region IV-A CALABARZON,RIZAL,BARAS,2015,25
Region IV-A CALABARZON,RIZAL,BARAS,2016,58
Region IV-A CALABARZON,RIZAL,BARAS,2017,26
Region IV-A CALABARZON,RIZAL,BARAS,2018,26
Region IV-A CALABARZON,RIZAL,BARAS,2019,26
Region IV-A CALABARZON,RIZAL,BARAS,2020,7
Region IV-A CALABARZON,RIZAL,BINANGONAN,1988,77
Region IV-A CALABARZON,RIZAL,BINANGONAN,1989,81
Region IV-A CALABARZON,RIZAL,BINANGONAN,1990,123
Region IV-A CALABARZON,RIZAL,BINANGONAN,1991,62
Region IV-A CALABARZON,RIZAL,BINANGONAN,1992,98
Region IV-A CALABARZON,RIZAL,BINANGONAN,1993,77
Region IV-A CALABARZON,RIZAL,BINANGONAN,1994,136
Region IV-A CALABARZON,RIZAL,BINANGONAN,1995,64
Region IV-A CALABARZON,RIZAL,BINANGONAN,1996,125
Region IV-A CALABARZON,RIZAL,BINANGONAN,1997,83
Region IV-A CALABARZON,RIZAL,BINANGONAN,1998,90
Region IV-A CALABARZON,RIZAL,BINANGONAN,1999,80
Region IV-A CALABARZON,RIZAL,BINANGONAN,2000,89
Region IV-A CALABARZON,RIZAL,BINANGONAN,2001,114
Region IV-A CALABARZON,RIZAL,BINANGONAN,2002,102
Region IV-A CALABARZON,RIZAL,BINANGONAN,2003,91
Region IV-A CALABARZON,RIZAL,BINANGONAN,2004,162
Region IV-A CALABARZON,RIZAL,BINANGONAN,2005,177
Region IV-A CALABARZON,RIZAL,BINANGONAN,2006,199
Region IV-A CALABARZON,RIZAL,BINANGONAN,2007,172
Region IV-A CALABARZON,RIZAL,BINANGONAN,2008,166
Region IV-A CALABARZON,RIZAL,BINANGONAN,2009,217
Region IV-A CALABARZON,RIZAL,BINANGONAN,2010,247
Region IV-A CALABARZON,RIZAL,BINANGONAN,2011,232
Region IV-A CALABARZON,RIZAL,BINANGONAN,2012,187
Region IV-A CALABARZON,RIZAL,BINANGONAN,2013,222
Region IV-A CALABARZON,RIZAL,BINANGONAN,2014,204
Region IV-A CALABARZON,RIZAL,BINANGONAN,2015,240
Region IV-A CALABARZON,RIZAL,BINANGONAN,2016,257
Region IV-A CALABARZON,RIZAL,BINANGONAN,2017,197
Region IV-A CALABARZON,RIZAL,BINANGONAN,2018,182
Region IV-A CALABARZON,RIZAL,BINANGONAN,2019,169
Region IV-A CALABARZON,RIZAL,BINANGONAN,2020,38
Region IV-A CALABARZON,RIZAL,CAINTA,1988,332
Region IV-A CALABARZON,RIZAL,CAINTA,1989,287
Region IV-A CALABARZON,RIZAL,CAINTA,1990,356
Region IV-A CALABARZON,RIZAL,CAINTA,1991,391
Region IV-A CALABARZON,RIZAL,CAINTA,1992,341
Region IV-A CALABARZON,RIZAL,CAINTA,1993,475
Region IV-A CALABARZON,RIZAL,CAINTA,1994,428
Region IV-A CALABARZON,RIZAL,CAINTA,1995,368
Region IV-A CALABARZON,RIZAL,CAINTA,1996,441
Region IV-A CALABARZON,RIZAL,CAINTA,1997,420
Region IV-A CALABARZON,RIZAL,CAINTA,1998,308
Region IV-A CALABARZON,RIZAL,CAINTA,1999,254
Region IV-A CALABARZON,RIZAL,CAINTA,2000,471
Region IV-A CALABARZON,RIZAL,CAINTA,2001,520
Region IV-A CALABARZON,RIZAL,CAINTA,2002,518
Region IV-A CALABARZON,RIZAL,CAINTA,2003,521
Region IV-A CALABARZON,RIZAL,CAINTA,2004,545
Region IV-A CALABARZON,RIZAL,CAINTA,2005,618
Region IV-A CALABARZON,RIZAL,CAINTA,2006,668
Region IV-A CALABARZON,RIZAL,CAINTA,2007,654
Region IV-A CALABARZON,RIZAL,CAINTA,2008,638
Region IV-A CALABARZON,RIZAL,CAINTA,2009,706
Region IV-A CALABARZON,RIZAL,CAINTA,2010,763
Region IV-A CALABARZON,RIZAL,CAINTA,2011,669
Region IV-A CALABARZON,RIZAL,CAINTA,2012,595
Region IV-A CALABARZON,RIZAL,CAINTA,2013,672
Region IV-A CALABARZON,RIZAL,CAINTA,2014,617
Region IV-A CALABARZON,RIZAL,CAINTA,2015,686
Region IV-A CALABARZON,RIZAL,CAINTA,2016,623
Region IV-A CALABARZON,RIZAL,CAINTA,2017,611
Region IV-A CALABARZON,RIZAL,CAINTA,2018,541
Region IV-A CALABARZON,RIZAL,CAINTA,2019,430
Region IV-A CALABARZON,RIZAL,CAINTA,2020,118
Region IV-A CALABARZON,RIZAL,CARDONA,1988,37
Region IV-A CALABARZON,RIZAL,CARDONA,1989,68
Region IV-A CALABARZON,RIZAL,CARDONA,1990,57
Region IV-A CALABARZON,RIZAL,CARDONA,1991,43
Region IV-A CALABARZON,RIZAL,CARDONA,1992,54
Region IV-A CALABARZON,RIZAL,CARDONA,1993,47
Region IV-A CALABARZON,RIZAL,CARDONA,1994,48
Region IV-A CALABARZON,RIZAL,CARDONA,1995,48
Region IV-A CALABARZON,RIZAL,CARDONA,1996,70
Region IV-A CALABARZON,RIZAL,CARDONA,1997,24
Region IV-A CALABARZON,RIZAL,CARDONA,1998,24
Region IV-A CALABARZON,RIZAL,CARDONA,1999,24
Region IV-A CALABARZON,RIZAL,CARDONA,2000,29
Region IV-A CALABARZON,RIZAL,CARDONA,2001,20
Region IV-A CALABARZON,RIZAL,CARDONA,2002,29
Region IV-A CALABARZON,RIZAL,CARDONA,2003,22
Region IV-A CALABARZON,RIZAL,CARDONA,2004,58
Region IV-A CALABARZON,RIZAL,CARDONA,2005,48
Region IV-A CALABARZON,RIZAL,CARDONA,2006,57
Region IV-A CALABARZON,RIZAL,CARDONA,2007,56
Region IV-A CALABARZON,RIZAL,CARDONA,2008,28
Region IV-A CALABARZON,RIZAL,CARDONA,2009,68
Region IV-A CALABARZON,RIZAL,CARDONA,2010,41
Region IV-A CALABARZON,RIZAL,CARDONA,2011,37
Region IV-A CALABARZON,RIZAL,CARDONA,2012,37
Region IV-A CALABARZON,RIZAL,CARDONA,2013,41
Region IV-A CALABARZON,RIZAL,CARDONA,2014,59
Region IV-A CALABARZON,RIZAL,CARDONA,2015,46
Region IV-A CALABARZON,RIZAL,CARDONA,2016,33
Region IV-A CALABARZON,RIZAL,CARDONA,2017,47
Region IV-A CALABARZON,RIZAL,CARDONA,2018,47
Region IV-A CALABARZON,RIZAL,CARDONA,2019,45
Region IV-A CALABARZON,RIZAL,CARDONA,2020,8
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1988,256
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1989,238
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1990,284
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1991,276
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1992,274
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1993,338
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1994,354
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1995,346
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1996,431
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1997,344
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1998,296
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,1999,315
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2000,381
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2001,455
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2002,459
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2003,506
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2004,691
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2005,722
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2006,910
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2007,804
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2008,784
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2009,806
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2010,957
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2011,870
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2012,899
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2013,834
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2014,854
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2015,929
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2016,883
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2017,805
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2018,764
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2019,676
Region IV-A CALABARZON,RIZAL,CITY OF ANTIPOLO,2020,140
Region IV-A CALABARZON,RIZAL,JALA-JALA,1988,1
Region IV-A CALABARZON,RIZAL,JALA-JALA,1989,1
Region IV-A CALABARZON,RIZAL,JALA-JALA,1990,5
Region IV-A CALABARZON,RIZAL,JALA-JALA,1991,5
Region IV-A CALABARZON,RIZAL,JALA-JALA,1992,2
Region IV-A CALABARZON,RIZAL,JALA-JALA,1993,5
Region IV-A CALABARZON,RIZAL,JALA-JALA,1994,5
Region IV-A CALABARZON,RIZAL,JALA-JALA,1995,4
Region IV-A CALABARZON,RIZAL,JALA-JALA,1996,3
Region IV-A CALABARZON,RIZAL,JALA-JALA,1997,3
Region IV-A CALABARZON,RIZAL,JALA-JALA,1998,2
Region IV-A CALABARZON,RIZAL,JALA-JALA,1999,7
Region IV-A CALABARZON,RIZAL,JALA-JALA,2000,2
Region IV-A CALABARZON,RIZAL,JALA-JALA,2001,2
Region IV-A CALABARZON,RIZAL,JALA-JALA,2002,7
Region IV-A CALABARZON,RIZAL,JALA-JALA,2003,12
Region IV-A CALABARZON,RIZAL,JALA-JALA,2004,3
Region IV-A CALABARZON,RIZAL,JALA-JALA,2005,9
Region IV-A CALABARZON,RIZAL,JALA-JALA,2006,18
Region IV-A CALABARZON,RIZAL,JALA-JALA,2007,8
Region IV-A CALABARZON,RIZAL,JALA-JALA,2008,9
Region IV-A CALABARZON,RIZAL,JALA-JALA,2009,38
Region IV-A CALABARZON,RIZAL,JALA-JALA,2010,19
Region IV-A CALABARZON,RIZAL,JALA-JALA,2011,7
Region IV-A CALABARZON,RIZAL,JALA-JALA,2012,12
Region IV-A CALABARZON,RIZAL,JALA-JALA,2013,13
Region IV-A CALABARZON,RIZAL,JALA-JALA,2014,11
Region IV-A CALABARZON,RIZAL,JALA-JALA,2015,22
Region IV-A CALABARZON,RIZAL,JALA-JALA,2016,16
Region IV-A CALABARZON,RIZAL,JALA-JALA,2017,9
Region IV-A CALABARZON,RIZAL,JALA-JALA,2018,7
Region IV-A CALABARZON,RIZAL,JALA-JALA,2019,19
Region IV-A CALABARZON,RIZAL,MORONG,1988,108
Region IV-A CALABARZON,RIZAL,MORONG,1989,62
Region IV-A CALABARZON,RIZAL,MORONG,1990,127
Region IV-A CALABARZON,RIZAL,MORONG,1991,90
Region IV-A CALABARZON,RIZAL,MORONG,1992,94
Region IV-A CALABARZON,RIZAL,MORONG,1993,93
Region IV-A CALABARZON,RIZAL,MORONG,1994,93
Region IV-A CALABARZON,RIZAL,MORONG,1995,90
Region IV-A CALABARZON,RIZAL,MORONG,1996,96
Region IV-A CALABARZON,RIZAL,MORONG,1997,115
Region IV-A CALABARZON,RIZAL,MORONG,1998,53
Region IV-A CALABARZON,RIZAL,MORONG,1999,37
Region IV-A CALABARZON,RIZAL,MORONG,2000,75
Region IV-A CALABARZON,RIZAL,MORONG,2001,67
Region IV-A CALABARZON,RIZAL,MORONG,2002,88
Region IV-A CALABARZON,RIZAL,MORONG,2003,95
Region IV-A CALABARZON,RIZAL,MORONG,2004,90
Region IV-A CALABARZON,RIZAL,MORONG,2005,95
Region IV-A CALABARZON,RIZAL,MORONG,2006,97
Region IV-A CALABARZON,RIZAL,MORONG,2007,90
Region IV-A CALABARZON,RIZAL,MORONG,2008,85
Region IV-A CALABARZON,RIZAL,MORONG,2009,79
Region IV-A CALABARZON,RIZAL,MORONG,2010,110
Region IV-A CALABARZON,RIZAL,MORONG,2011,105
Region IV-A CALABARZON,RIZAL,MORONG,2012,100
Region IV-A CALABARZON,RIZAL,MORONG,2013,99
Region IV-A CALABARZON,RIZAL,MORONG,2014,97
Region IV-A CALABARZON,RIZAL,MORONG,2015,126
Region IV-A CALABARZON,RIZAL,MORONG,2016,93
Region IV-A CALABARZON,RIZAL,MORONG,2017,114
Region IV-A CALABARZON,RIZAL,MORONG,2018,76
Region IV-A CALABARZON,RIZAL,MORONG,2019,63
Region IV-A CALABARZON,RIZAL,MORONG,2020,6
Region IV-A CALABARZON,RIZAL,PILILLA,1988,2
Region IV-A CALABARZON,RIZAL,PILILLA,1989,8
Region IV-A CALABARZON,RIZAL,PILILLA,1990,17
Region IV-A CALABARZON,RIZAL,PILILLA,1991,25
Region IV-A CALABARZON,RIZAL,PILILLA,1992,7
Region IV-A CALABARZON,RIZAL,PILILLA,1993,20
Region IV-A CALABARZON,RIZAL,PILILLA,1994,26
Region IV-A CALABARZON,RIZAL,PILILLA,1995,23
Region IV-A CALABARZON,RIZAL,PILILLA,1996,19
Region IV-A CALABARZON,RIZAL,PILILLA,1997,16
Region IV-A CALABARZON,RIZAL,PILILLA,1998,6
Region IV-A CALABARZON,RIZAL,PILILLA,1999,20
Region IV-A CALABARZON,RIZAL,PILILLA,2000,5
Region IV-A CALABARZON,RIZAL,PILILLA,2001,25
Region IV-A CALABARZON,RIZAL,PILILLA,2002,18
Region IV-A CALABARZON,RIZAL,PILILLA,2003,28
Region IV-A CALABARZON,RIZAL,PILILLA,2004,18
Region IV-A CALABARZON,RIZAL,PILILLA,2005,32
Region IV-A CALABARZON,RIZAL,PILILLA,2006,43
Region IV-A CALABARZON,RIZAL,PILILLA,2007,40
Region IV-A CALABARZON,RIZAL,PILILLA,2008,28
Region IV-A CALABARZON,RIZAL,PILILLA,2009,40
Region IV-A CALABARZON,RIZAL,PILILLA,2010,63
Region IV-A CALABARZON,RIZAL,PILILLA,2011,52
Region IV-A CALABARZON,RIZAL,PILILLA,2012,80
Region IV-A CALABARZON,RIZAL,PILILLA,2013,59
Region IV-A CALABARZON,RIZAL,PILILLA,2014,67
Region IV-A CALABARZON,RIZAL,PILILLA,2015,68
Region IV-A CALABARZON,RIZAL,PILILLA,2016,84
Region IV-A CALABARZON,RIZAL,PILILLA,2017,84
Region IV-A CALABARZON,RIZAL,PILILLA,2018,51
Region IV-A CALABARZON,RIZAL,PILILLA,2019,25
Region IV-A CALABARZON,RIZAL,PILILLA,2020,19
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1988,46
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1989,59
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1990,62
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1991,41
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1992,81
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1993,70
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1994,67
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1995,85
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1996,92
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1997,46
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1998,48
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),1999,58
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2000,74
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2001,86
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2002,92
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2003,73
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2004,101
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2005,125
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2006,187
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2007,199
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2008,176
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2009,181
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2010,192
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2011,233
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2012,228
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2013,199
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2014,252
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2015,278
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2016,291
